,bottle,producer,color,shape,age,weight,simple_surface,color_shape
4392,4392,Romeo,blue,long,22,,302.451,blue_long
4393,4393,Pietro,green,long,45,,359.86159999999995,green_long
4394,4394,Monica,green,long,52,,319.6462,green_long
4395,4395,Monica,green,onion,57,,307.7764,green_onion
4396,4396,Pietro,green,long,1,,327.8073,green_long
4397,4397,Romeo,blue,premium,53,,313.24199999999996,blue_premium
4398,4398,Pietro,green,long,37,,344.1483,green_long
4399,4399,Pietro,green,long,53,,334.7557,green_long
4400,4400,Pietro,green,long,50,,362.7758,green_long
4401,4401,Romeo,green,premium,5,,307.52479999999997,green_premium
4402,4402,Pietro,green,long,16,,418.88,green_long
4403,4403,Pietro,blue,long,26,,383.39559999999994,blue_long
4404,4404,Pietro,green,long,31,,390.8801,green_long
4405,4405,Monica,green,artistic,18,,204.14190000000002,green_artistic
4406,4406,Pietro,green,long,47,,456.374,green_long
4407,4407,Pietro,green,long,5,,365.86240000000004,green_long
4408,4408,Romeo,green,premium,11,,297.0,green_premium
4409,4409,Pietro,blue,long,8,,312.67220000000003,blue_long
4410,4410,Monica,green,artistic,54,,321.9678,green_artistic
4411,4411,Monica,green,artistic,27,,202.68970000000002,green_artistic
4412,4412,Monica,green,long,7,,417.3659,green_long
4413,4413,Monica,yellow,onion,10,,264.9113,yellow_onion
4414,4414,Pietro,blue,onion,57,,333.8426,blue_onion
4415,4415,Pietro,green,long,46,,340.41209999999995,green_long
4416,4416,Monica,green,premium,37,,277.9621,green_premium
4417,4417,Pietro,yellow,long,9,,336.6403,yellow_long
4418,4418,Pietro,yellow,onion,5,,379.3965,yellow_onion
4419,4419,Monica,green,onion,27,,275.69199999999995,green_onion
4420,4420,Monica,green,premium,24,,305.753,green_premium
4421,4421,Monica,blue,onion,46,,304.0696,blue_onion
4422,4422,Romeo,green,long,36,,315.9024,green_long
4423,4423,Pietro,green,long,32,,418.76669999999996,green_long
4424,4424,Romeo,yellow,long,59,,389.574,yellow_long
4425,4425,Romeo,blue,premium,48,,283.776,blue_premium
4426,4426,Pietro,green,long,5,,319.455,green_long
4427,4427,Pietro,green,long,10,,387.2,green_long
4428,4428,Pietro,blue,long,24,,311.4656,blue_long
4429,4429,Pietro,blue,long,16,,403.22880000000004,blue_long
4430,4430,Monica,blue,artistic,6,,198.9765,blue_artistic
4431,4431,Pietro,green,long,0,,269.52750000000003,green_long
4432,4432,Romeo,blue,long,51,,319.00260000000003,blue_long
4433,4433,Monica,green,onion,23,,316.25239999999997,green_onion
4434,4434,Romeo,green,premium,11,,330.56100000000004,green_premium
4435,4435,Monica,green,premium,6,,302.1954,green_premium
4436,4436,Romeo,green,premium,25,,314.5593,green_premium
4437,4437,Monica,yellow,long,54,,335.42719999999997,yellow_long
4438,4438,Pietro,green,long,9,,388.03319999999997,green_long
4439,4439,Romeo,green,premium,51,,321.37559999999996,green_premium
4440,4440,Pietro,blue,long,15,,370.5142,blue_long
4441,4441,Romeo,blue,premium,17,,301.2387,blue_premium
4442,4442,Pietro,blue,onion,20,,389.76559999999995,blue_onion
4443,4443,Pietro,blue,long,55,,378.61330000000004,blue_long
4444,4444,Pietro,green,long,14,,379.8248,green_long
4445,4445,Pietro,green,long,13,,397.83900000000006,green_long
4446,4446,Romeo,green,artistic,10,,138.2455,green_artistic
4447,4447,Pietro,green,premium,43,,323.02079999999995,green_premium
4448,4448,Romeo,green,premium,58,,307.36800000000005,green_premium
4449,4449,Monica,green,premium,3,,314.3844,green_premium
4450,4450,Pietro,yellow,long,14,,369.7533,yellow_long
4451,4451,Romeo,yellow,long,41,,293.891,yellow_long
4452,4452,Monica,green,artistic,57,,162.56879999999998,green_artistic
4453,4453,Pietro,green,long,46,,316.59209999999996,green_long
4454,4454,Monica,blue,premium,13,,299.7075,blue_premium
4455,4455,Pietro,green,long,8,,469.48109999999997,green_long
4456,4456,Pietro,yellow,long,18,,442.56129999999996,yellow_long
4457,4457,Pietro,green,long,14,,278.1024,green_long
4458,4458,Romeo,blue,long,48,,429.78389999999996,blue_long
4459,4459,Pietro,blue,premium,30,,330.3201,blue_premium
4460,4460,Romeo,yellow,artistic,47,,150.3546,yellow_artistic
4461,4461,Pietro,yellow,onion,39,,274.846,yellow_onion
4462,4462,Monica,blue,onion,54,,265.48019999999997,blue_onion
4463,4463,Pietro,green,premium,31,,311.0072,green_premium
4464,4464,Romeo,green,premium,43,,318.0156,green_premium
4465,4465,Monica,green,artistic,34,,156.1696,green_artistic
4466,4466,Pietro,green,long,18,,379.337,green_long
4467,4467,Pietro,blue,onion,48,,347.459,blue_onion
4468,4468,Pietro,green,long,53,,353.8221,green_long
4469,4469,Pietro,green,long,12,,354.00419999999997,green_long
4470,4470,Monica,green,onion,5,,296.625,green_onion
4471,4471,Romeo,green,long,35,,420.7179,green_long
4472,4472,Pietro,green,long,21,,427.0331,green_long
4473,4473,Monica,blue,long,18,,510.5604000000001,blue_long
4474,4474,Pietro,green,long,3,,353.60049999999995,green_long
4475,4475,Romeo,green,long,10,,369.29639999999995,green_long
4476,4476,Romeo,green,premium,4,,312.0384,green_premium
4477,4477,Romeo,green,premium,37,,309.88879999999995,green_premium
4478,4478,Pietro,blue,long,59,,283.06530000000004,blue_long
4479,4479,Romeo,green,long,2,,327.81440000000003,green_long
4480,4480,Monica,green,onion,20,,266.5332,green_onion
4481,4481,Pietro,green,long,7,,363.3994,green_long
4482,4482,Monica,yellow,long,54,,301.44,yellow_long
4483,4483,Pietro,green,long,0,,401.9487,green_long
4484,4484,Pietro,green,long,58,,356.2737,green_long
4485,4485,Romeo,blue,premium,23,,314.696,blue_premium
4486,4486,Monica,green,premium,21,,304.731,green_premium
4487,4487,Romeo,green,artistic,12,,36.94,green_artistic
4488,4488,Monica,green,onion,6,,307.5696,green_onion
4489,4489,Romeo,green,premium,36,,296.5872,green_premium
4490,4490,Monica,green,artistic,13,,455.7396,green_artistic
4491,4491,Romeo,green,premium,34,,302.234,green_premium
4492,4492,Pietro,green,long,41,,270.0945,green_long
4493,4493,Pietro,blue,long,34,,400.52,blue_long
4494,4494,Monica,blue,onion,33,,344.708,blue_onion
4495,4495,Monica,green,artistic,46,,215.55239999999998,green_artistic
4496,4496,Pietro,yellow,long,18,,351.9276,yellow_long
4497,4497,Romeo,green,premium,27,,295.7181,green_premium
4498,4498,Pietro,green,long,57,,362.896,green_long
4499,4499,Romeo,green,long,57,,447.9618,green_long
4500,4500,Pietro,green,long,43,,371.11019999999996,green_long
4501,4501,Pietro,green,onion,30,,241.67,green_onion
4502,4502,Romeo,green,premium,32,,332.2,green_premium
4503,4503,Monica,green,long,44,,325.1144,green_long
4504,4504,Pietro,blue,long,34,,332.7344,blue_long
4505,4505,Pietro,green,long,23,,355.5412,green_long
4506,4506,Pietro,blue,long,3,,332.6004,blue_long
4507,4507,Romeo,green,premium,15,,305.1708,green_premium
4508,4508,Monica,blue,long,40,,340.10420000000005,blue_long
4509,4509,Monica,green,onion,57,,291.03450000000004,green_onion
4510,4510,Pietro,green,long,42,,340.12690000000003,green_long
4511,4511,Pietro,blue,premium,50,,312.8414,blue_premium
4512,4512,Romeo,blue,premium,56,,312.1018,blue_premium
4513,4513,Monica,blue,artistic,18,,188.75,blue_artistic
4514,4514,Monica,blue,artistic,51,,286.98900000000003,blue_artistic
4515,4515,Monica,blue,onion,29,,320.50780000000003,blue_onion
4516,4516,Monica,green,premium,4,,307.0992,green_premium
4517,4517,Pietro,green,long,43,,313.09,green_long
4518,4518,Monica,green,artistic,10,,248.87539999999998,green_artistic
4519,4519,Romeo,green,long,31,,345.8754,green_long
4520,4520,Pietro,green,long,40,,367.8001,green_long
4521,4521,Pietro,green,long,53,,281.5668,green_long
4522,4522,Pietro,blue,long,20,,393.4749,blue_long
4523,4523,Romeo,yellow,premium,12,,319.5,yellow_premium
4524,4524,Pietro,green,long,28,,382.7064,green_long
4525,4525,Monica,green,onion,34,,303.43519999999995,green_onion
4526,4526,Romeo,green,premium,15,,313.0071,green_premium
4527,4527,Pietro,green,long,22,,409.15020000000004,green_long
4528,4528,Pietro,blue,long,56,,360.2368,blue_long
4529,4529,Monica,blue,long,24,,336.09600000000006,blue_long
4530,4530,Monica,blue,premium,5,,320.6871,blue_premium
4531,4531,Monica,green,artistic,3,,163.86239999999998,green_artistic
4532,4532,Monica,green,artistic,22,,419.8742,green_artistic
4533,4533,Pietro,green,onion,14,,341.3244,green_onion
4534,4534,Pietro,blue,long,45,,418.55820000000006,blue_long
4535,4535,Romeo,green,long,53,,304.56440000000003,green_long
4536,4536,Pietro,yellow,long,7,,305.11350000000004,yellow_long
4537,4537,Pietro,blue,long,29,,409.61650000000003,blue_long
4538,4538,Monica,green,artistic,38,,570.834,green_artistic
4539,4539,Pietro,green,long,9,,350.3343,green_long
4540,4540,Monica,blue,onion,8,,360.0192,blue_onion
4541,4541,Pietro,green,long,44,,280.7896,green_long
4542,4542,Romeo,blue,premium,13,,328.8909,blue_premium
4543,4543,Pietro,blue,long,16,,401.90930000000003,blue_long
4544,4544,Pietro,green,long,42,,309.015,green_long
4545,4545,Pietro,green,long,39,,318.8745,green_long
4546,4546,Romeo,green,premium,27,,292.3074,green_premium
4547,4547,Monica,green,artistic,45,,369.28169999999994,green_artistic
4548,4548,Monica,green,onion,19,,353.05640000000005,green_onion
4549,4549,Romeo,green,premium,53,,299.1303,green_premium
4550,4550,Pietro,green,onion,1,,260.4919,green_onion
4551,4551,Romeo,green,premium,1,,281.8595,green_premium
4552,4552,Pietro,green,onion,27,,225.8226,green_onion
4553,4553,Monica,green,premium,38,,296.94,green_premium
4554,4554,Pietro,green,long,23,,370.56,green_long
4555,4555,Monica,blue,artistic,58,,43.895999999999994,blue_artistic
4556,4556,Monica,green,long,23,,316.5552,green_long
4557,4557,Pietro,green,long,42,,361.0152,green_long
4558,4558,Pietro,green,long,6,,366.4514,green_long
4559,4559,Romeo,green,premium,46,,277.72,green_premium
4560,4560,Pietro,green,long,25,,388.494,green_long
4561,4561,Pietro,green,long,23,,423.03499999999997,green_long
4562,4562,Pietro,green,long,48,,366.44399999999996,green_long
4563,4563,Monica,blue,artistic,23,,254.88240000000002,blue_artistic
4564,4564,Pietro,green,long,0,,412.3314,green_long
4565,4565,Pietro,green,long,56,,377.16049999999996,green_long
4566,4566,Romeo,blue,premium,43,,303.2976,blue_premium
4567,4567,Romeo,green,onion,27,,301.4956,green_onion
4568,4568,Monica,green,artistic,24,,186.017,green_artistic
4569,4569,Pietro,green,onion,51,,305.4976,green_onion
4570,4570,Pietro,green,long,9,,412.4769,green_long
4571,4571,Monica,yellow,artistic,7,,178.596,yellow_artistic
4572,4572,Pietro,blue,long,54,,230.33219999999997,blue_long
4573,4573,Monica,green,artistic,23,,312.12899999999996,green_artistic
4574,4574,Romeo,blue,long,57,,337.23150000000004,blue_long
4575,4575,Monica,blue,onion,23,,262.089,blue_onion
4576,4576,Monica,blue,artistic,58,,236.01959999999997,blue_artistic
4577,4577,Pietro,yellow,long,53,,343.8017,yellow_long
4578,4578,Monica,green,long,22,,277.3386,green_long
4579,4579,Pietro,green,long,48,,366.8585,green_long
4580,4580,Monica,green,premium,52,,306.4373,green_premium
4581,4581,Romeo,green,premium,8,,308.97720000000004,green_premium
4582,4582,Pietro,green,premium,34,,324.7864,green_premium
4583,4583,Pietro,green,premium,24,,309.7416,green_premium
4584,4584,Monica,green,long,23,,344.58779999999996,green_long
4585,4585,Pietro,green,onion,39,,325.74,green_onion
4586,4586,Pietro,green,long,53,,331.17,green_long
4587,4587,Romeo,blue,premium,6,,312.4186,blue_premium
4588,4588,Pietro,green,long,7,,443.94,green_long
4589,4589,Monica,green,artistic,28,,241.3088,green_artistic
4590,4590,Pietro,yellow,long,20,,423.18100000000004,yellow_long
4591,4591,Pietro,green,long,11,,328.526,green_long
4592,4592,Monica,green,artistic,38,,263.61699999999996,green_artistic
4593,4593,Romeo,green,premium,58,,307.8534,green_premium
4594,4594,Pietro,green,long,0,,464.0319999999999,green_long
4595,4595,Monica,blue,artistic,45,,206.29909999999998,blue_artistic
4596,4596,Romeo,yellow,premium,23,,270.8413,yellow_premium
4597,4597,Pietro,yellow,long,4,,428.625,yellow_long
4598,4598,Pietro,blue,long,30,,440.55089999999996,blue_long
4599,4599,Romeo,green,premium,26,,319.8456,green_premium
4600,4600,Romeo,blue,artistic,54,,249.75880000000004,blue_artistic
4601,4601,Romeo,green,long,32,,333.42769999999996,green_long
4602,4602,Monica,green,artistic,22,,265.59389999999996,green_artistic
4603,4603,Pietro,green,onion,42,,255.5602,green_onion
4604,4604,Pietro,green,onion,28,,264.79859999999996,green_onion
4605,4605,Pietro,green,long,18,,350.1,green_long
4606,4606,Monica,blue,artistic,0,,92.10599999999998,blue_artistic
4607,4607,Pietro,blue,long,22,,387.0248,blue_long
4608,4608,Pietro,green,long,17,,340.15630000000004,green_long
4609,4609,Pietro,green,long,3,,304.902,green_long
4610,4610,Pietro,green,long,17,,403.8982,green_long
4611,4611,Monica,green,onion,50,,292.496,green_onion
4612,4612,Pietro,yellow,long,56,,468.83520000000004,yellow_long
4613,4613,Romeo,yellow,premium,48,,337.1225,yellow_premium
4614,4614,Monica,blue,onion,28,,266.4618,blue_onion
4615,4615,Monica,green,artistic,5,,294.0168,green_artistic
4616,4616,Pietro,green,long,49,,366.3048,green_long
4617,4617,Romeo,green,long,16,,392.0136,green_long
4618,4618,Pietro,green,long,19,,367.7536,green_long
4619,4619,Pietro,green,long,46,,315.30240000000003,green_long
4620,4620,Pietro,yellow,long,59,,309.3827,yellow_long
4621,4621,Pietro,yellow,long,34,,529.7256,yellow_long
4622,4622,Monica,yellow,artistic,31,,104.041,yellow_artistic
4623,4623,Monica,green,onion,51,,396.4464,green_onion
4624,4624,Pietro,blue,long,7,,418.122,blue_long
4625,4625,Pietro,green,long,29,,366.5376,green_long
4626,4626,Monica,green,artistic,38,,182.11620000000002,green_artistic
4627,4627,Romeo,green,premium,45,,316.404,green_premium
4628,4628,Romeo,yellow,premium,40,,309.396,yellow_premium
4629,4629,Monica,blue,onion,40,,172.7382,blue_onion
4630,4630,Pietro,green,long,9,,316.6825,green_long
4631,4631,Pietro,yellow,onion,32,,423.71999999999997,yellow_onion
4632,4632,Pietro,green,long,50,,400.5232,green_long
4633,4633,Romeo,green,long,52,,289.8652,green_long
4634,4634,Pietro,green,long,47,,413.4710999999999,green_long
4635,4635,Romeo,blue,premium,40,,316.75980000000004,blue_premium
4636,4636,Pietro,green,onion,39,,257.34929999999997,green_onion
4637,4637,Pietro,green,onion,40,,266.984,green_onion
4638,4638,Romeo,blue,premium,53,,294.9684,blue_premium
4639,4639,Pietro,green,onion,34,,320.804,green_onion
4640,4640,Pietro,green,premium,45,,324.1252,green_premium
4641,4641,Pietro,green,long,18,,361.9994,green_long
4642,4642,Pietro,green,onion,46,,272.154,green_onion
4643,4643,Pietro,blue,long,35,,356.279,blue_long
4644,4644,Romeo,blue,premium,42,4.54,297.1482,blue_premium
4645,4645,Pietro,blue,premium,29,,313.1162,blue_premium
4646,4646,Romeo,blue,long,34,,308.941,blue_long
4647,4647,Romeo,green,long,27,,385.8048,green_long
4648,4648,Pietro,green,long,56,,382.1698,green_long
4649,4649,Pietro,green,onion,46,,367.66130000000004,green_onion
4650,4650,Pietro,green,long,7,,391.6354,green_long
4651,4651,Pietro,green,onion,38,,333.9648,green_onion
4652,4652,Pietro,blue,long,21,,370.5863999999999,blue_long
4653,4653,Romeo,green,long,57,,280.395,green_long
4654,4654,Pietro,green,long,36,,323.49240000000003,green_long
4655,4655,Pietro,green,onion,37,,426.4929,green_onion
4656,4656,Monica,blue,premium,58,,320.749,blue_premium
4657,4657,Pietro,green,long,16,,337.221,green_long
4658,4658,Romeo,green,premium,32,,307.42019999999997,green_premium
4659,4659,Pietro,green,long,2,,359.21970000000005,green_long
4660,4660,Romeo,green,premium,18,,301.27410000000003,green_premium
4661,4661,Monica,green,artistic,22,,273.96160000000003,green_artistic
4662,4662,Monica,green,artistic,45,,281.08799999999997,green_artistic
4663,4663,Romeo,green,long,12,,304.63169999999997,green_long
4664,4664,Pietro,green,premium,12,,309.08250000000004,green_premium
4665,4665,Romeo,green,long,13,,360.15,green_long
4666,4666,Pietro,green,long,28,,342.58140000000003,green_long
4667,4667,Romeo,blue,long,27,,322.7276,blue_long
4668,4668,Monica,green,artistic,35,,253.23540000000003,green_artistic
4669,4669,Monica,green,onion,11,,295.67699999999996,green_onion
4670,4670,Monica,green,artistic,29,,143.1575,green_artistic
4671,4671,Romeo,yellow,premium,22,,316.47200000000004,yellow_premium
4672,4672,Pietro,green,long,4,,356.64119999999997,green_long
4673,4673,Pietro,yellow,long,46,,450.85159999999996,yellow_long
4674,4674,Monica,green,long,44,,354.3429,green_long
4675,4675,Monica,blue,artistic,9,,315.07,blue_artistic
4676,4676,Monica,green,artistic,23,,102.24689999999998,green_artistic
4677,4677,Monica,blue,artistic,19,,302.673,blue_artistic
4678,4678,Monica,green,premium,55,,303.408,green_premium
4679,4679,Pietro,blue,long,35,,397.33119999999997,blue_long
4680,4680,Monica,green,premium,34,,325.7947,green_premium
4681,4681,Pietro,green,long,1,,319.1062,green_long
4682,4682,Pietro,yellow,onion,42,,360.22069999999997,yellow_onion
4683,4683,Pietro,green,long,32,,315.1624,green_long
4684,4684,Romeo,green,premium,26,,290.70959999999997,green_premium
4685,4685,Pietro,green,long,31,3.255,309.4135,green_long
4686,4686,Pietro,blue,premium,0,,316.4526,blue_premium
4687,4687,Pietro,green,long,13,,386.3233,green_long
4688,4688,Pietro,blue,long,28,,404.81350000000003,blue_long
4689,4689,Pietro,green,long,33,,252.22560000000001,green_long
4690,4690,Romeo,green,long,33,,372.4272,green_long
4691,4691,Monica,green,premium,31,,316.9492,green_premium
4692,4692,Pietro,yellow,long,30,,284.82,yellow_long
4693,4693,Pietro,green,long,56,,384.33570000000003,green_long
4694,4694,Pietro,green,onion,3,,271.75399999999996,green_onion
4695,4695,Romeo,green,artistic,29,,208.23600000000002,green_artistic
4696,4696,Pietro,blue,long,30,,325.6484,blue_long
4697,4697,Pietro,blue,long,30,,382.8825,blue_long
4698,4698,Pietro,green,onion,18,,251.85600000000002,green_onion
4699,4699,Pietro,blue,premium,33,,289.06620000000004,blue_premium
4700,4700,Pietro,blue,long,3,,290.67719999999997,blue_long
4701,4701,Pietro,blue,long,16,,305.067,blue_long
4702,4702,Pietro,yellow,long,52,,358.72130000000004,yellow_long
4703,4703,Romeo,blue,premium,46,,311.6853,blue_premium
4704,4704,Monica,green,artistic,43,,309.024,green_artistic
4705,4705,Pietro,green,onion,39,,281.6982,green_onion
4706,4706,Monica,green,premium,25,,303.59700000000004,green_premium
4707,4707,Monica,green,long,25,,411.7265,green_long
4708,4708,Pietro,green,long,12,,448.7076,green_long
4709,4709,Pietro,green,long,29,,347.2305,green_long
4710,4710,Romeo,green,premium,45,4.609999999999999,298.5897,green_premium
4711,4711,Romeo,yellow,premium,13,,308.30400000000003,yellow_premium
4712,4712,Romeo,green,onion,21,,349.7538,green_onion
4713,4713,Pietro,green,long,36,,362.7936,green_long
4714,4714,Romeo,green,premium,27,,317.01880000000006,green_premium
4715,4715,Pietro,green,onion,3,,293.9328,green_onion
4716,4716,Romeo,green,artistic,35,,291.11400000000003,green_artistic
4717,4717,Monica,yellow,artistic,3,,286.9632,yellow_artistic
4718,4718,Monica,green,artistic,8,,247.23819999999998,green_artistic
4719,4719,Monica,green,onion,4,,286.1208,green_onion
4720,4720,Monica,green,onion,5,,286.10400000000004,green_onion
4721,4721,Pietro,green,long,22,,368.2386,green_long
4722,4722,Pietro,green,long,5,,367.40599999999995,green_long
4723,4723,Romeo,green,premium,44,,306.1591,green_premium
4724,4724,Romeo,green,premium,30,,285.4316,green_premium
4725,4725,Pietro,green,long,1,,371.9583,green_long
4726,4726,Monica,green,long,29,,356.9853,green_long
4727,4727,Monica,yellow,premium,15,,302.0226,yellow_premium
4728,4728,Pietro,green,onion,19,,263.872,green_onion
4729,4729,Romeo,green,artistic,35,,270.3624,green_artistic
4730,4730,Monica,green,onion,40,,225.2404,green_onion
4731,4731,Monica,blue,premium,47,,314.6769,blue_premium
4732,4732,Romeo,green,premium,37,,303.048,green_premium
4733,4733,Romeo,green,onion,44,,294.71040000000005,green_onion
4734,4734,Romeo,green,premium,44,,293.1863,green_premium
4735,4735,Pietro,blue,long,1,,336.07839999999993,blue_long
4736,4736,Romeo,green,premium,20,,300.67,green_premium
4737,4737,Pietro,green,long,2,,339.10970000000003,green_long
4738,4738,Monica,yellow,long,16,,388.7093,yellow_long
4739,4739,Romeo,blue,premium,30,,322.6188,blue_premium
4740,4740,Romeo,green,long,23,,327.7785,green_long
4741,4741,Pietro,yellow,long,43,,437.31039999999996,yellow_long
4742,4742,Pietro,green,premium,45,4.23,309.41799999999995,green_premium
4743,4743,Monica,yellow,artistic,59,,271.87600000000003,yellow_artistic
4744,4744,Pietro,green,long,42,,294.0288,green_long
4745,4745,Monica,green,artistic,36,,156.284,green_artistic
4746,4746,Monica,green,premium,30,,281.7754,green_premium
4747,4747,Romeo,green,premium,15,,332.09220000000005,green_premium
4748,4748,Romeo,blue,premium,41,,307.9896,blue_premium
4749,4749,Monica,yellow,artistic,17,,232.7182,yellow_artistic
4750,4750,Monica,blue,premium,17,,314.61039999999997,blue_premium
4751,4751,Monica,green,premium,18,,327.957,green_premium
4752,4752,Pietro,blue,onion,27,,282.0582,blue_onion
4753,4753,Pietro,green,onion,24,,339.1028,green_onion
4754,4754,Romeo,blue,premium,57,,309.435,blue_premium
4755,4755,Monica,green,premium,42,,301.7276,green_premium
4756,4756,Monica,green,onion,27,,251.54219999999998,green_onion
4757,4757,Monica,green,premium,56,,304.55039999999997,green_premium
4758,4758,Monica,green,long,44,,334.7039,green_long
4759,4759,Romeo,green,premium,14,,295.7152,green_premium
4760,4760,Pietro,green,long,12,,386.2188,green_long
4761,4761,Pietro,blue,long,43,,337.15049999999997,blue_long
4762,4762,Monica,green,artistic,19,,243.76510000000002,green_artistic
4763,4763,Pietro,green,long,58,,307.87679999999995,green_long
4764,4764,Romeo,green,premium,9,,310.868,green_premium
4765,4765,Romeo,blue,premium,40,,326.2324,blue_premium
4766,4766,Pietro,blue,onion,9,,225.654,blue_onion
4767,4767,Pietro,green,long,28,,372.96540000000005,green_long
4768,4768,Pietro,green,long,24,,305.9028,green_long
4769,4769,Pietro,green,onion,3,,292.1551,green_onion
4770,4770,Monica,green,artistic,8,,2.9365,green_artistic
4771,4771,Pietro,green,long,21,,402.2308,green_long
4772,4772,Monica,blue,premium,30,,292.2876,blue_premium
4773,4773,Monica,green,artistic,46,,221.031,green_artistic
4774,4774,Pietro,blue,onion,31,,330.54720000000003,blue_onion
4775,4775,Pietro,green,long,28,,277.9445,green_long
4776,4776,Monica,green,premium,30,,316.0722,green_premium
4777,4777,Monica,yellow,long,16,,355.71750000000003,yellow_long
4778,4778,Pietro,green,long,6,,323.32869999999997,green_long
4779,4779,Romeo,green,premium,25,,310.2915,green_premium
4780,4780,Romeo,green,long,20,,331.42999999999995,green_long
4781,4781,Pietro,yellow,long,39,,368.676,yellow_long
4782,4782,Pietro,green,long,4,,366.9787,green_long
4783,4783,Romeo,green,long,5,,303.03299999999996,green_long
4784,4784,Romeo,green,long,59,,438.075,green_long
4785,4785,Romeo,green,artistic,38,,363.24469999999997,green_artistic
4786,4786,Pietro,green,long,29,,392.632,green_long
4787,4787,Monica,green,premium,0,,310.94,green_premium
4788,4788,Monica,blue,long,19,,342.4617,blue_long
4789,4789,Monica,blue,artistic,22,,201.9722,blue_artistic
4790,4790,Pietro,blue,onion,22,,360.51959999999997,blue_onion
4791,4791,Pietro,green,onion,47,,366.74399999999997,green_onion
4792,4792,Pietro,green,long,58,,334.6112,green_long
4793,4793,Monica,green,artistic,25,,162.20870000000002,green_artistic
4794,4794,Pietro,green,long,38,,288.42,green_long
4795,4795,Romeo,green,premium,7,,324.4912,green_premium
4796,4796,Pietro,green,long,35,,314.94219999999996,green_long
4797,4797,Pietro,blue,long,18,,366.3275,blue_long
4798,4798,Romeo,green,onion,34,,288.61920000000003,green_onion
4799,4799,Romeo,green,long,45,,346.6767,green_long
4800,4800,Monica,green,artistic,2,,167.162,green_artistic
4801,4801,Monica,green,onion,25,,271.17109999999997,green_onion
4802,4802,Romeo,yellow,long,19,,404.81300000000005,yellow_long
4803,4803,Romeo,green,premium,35,,313.5468,green_premium
4804,4804,Pietro,green,long,38,,273.4488,green_long
4805,4805,Romeo,green,long,57,,315.9588,green_long
4806,4806,Romeo,blue,premium,31,,335.6665,blue_premium
4807,4807,Pietro,blue,onion,49,,342.5423,blue_onion
4808,4808,Romeo,yellow,premium,5,,296.055,yellow_premium
4809,4809,Pietro,green,premium,24,,316.6884,green_premium
4810,4810,Monica,blue,premium,41,,291.10999999999996,blue_premium
4811,4811,Pietro,green,long,2,,275.158,green_long
4812,4812,Monica,blue,artistic,52,,219.38,blue_artistic
4813,4813,Monica,green,artistic,38,,323.42439999999993,green_artistic
4814,4814,Monica,green,artistic,57,,233.214,green_artistic
4815,4815,Pietro,green,long,43,,352.83840000000004,green_long
4816,4816,Pietro,blue,long,54,,264.87019999999995,blue_long
4817,4817,Pietro,green,long,40,,445.8684,green_long
4818,4818,Romeo,green,onion,53,,292.0386,green_onion
4819,4819,Monica,yellow,artistic,6,,93.74249999999999,yellow_artistic
4820,4820,Monica,blue,artistic,49,,142.2492,blue_artistic
4821,4821,Monica,green,artistic,59,,190.5579,green_artistic
4822,4822,Monica,green,onion,8,,311.68199999999996,green_onion
4823,4823,Pietro,green,long,9,,432.29699999999997,green_long
4824,4824,Monica,green,onion,35,,334.15000000000003,green_onion
4825,4825,Romeo,green,long,31,,300.4482,green_long
4826,4826,Romeo,green,long,36,,377.21459999999996,green_long
4827,4827,Pietro,blue,long,31,,402.90500000000003,blue_long
4828,4828,Monica,blue,artistic,55,,114.20479999999999,blue_artistic
4829,4829,Pietro,yellow,onion,59,,338.7412,yellow_onion
4830,4830,Pietro,green,onion,53,,245.87920000000003,green_onion
4831,4831,Pietro,blue,long,30,,388.63739999999996,blue_long
4832,4832,Monica,green,long,12,,329.6268,green_long
4833,4833,Pietro,green,long,27,,354.8286,green_long
4834,4834,Romeo,yellow,premium,15,,323.48720000000003,yellow_premium
4835,4835,Monica,yellow,artistic,34,,220.3335,yellow_artistic
4836,4836,Pietro,green,long,21,,492.0822,green_long
4837,4837,Monica,blue,long,5,,341.36190000000005,blue_long
4838,4838,Monica,green,long,18,,344.63129999999995,green_long
4839,4839,Pietro,green,long,54,,325.9343,green_long
4840,4840,Monica,blue,artistic,17,,265.5646,blue_artistic
4841,4841,Pietro,green,premium,56,,300.9587,green_premium
4842,4842,Pietro,yellow,long,24,,349.4332,yellow_long
4843,4843,Pietro,green,long,24,,384.888,green_long
4844,4844,Pietro,green,long,55,,316.96,green_long
4845,4845,Pietro,green,long,27,,346.2384,green_long
4846,4846,Romeo,green,premium,7,,319.95500000000004,green_premium
4847,4847,Monica,green,artistic,4,,289.7433,green_artistic
4848,4848,Romeo,blue,premium,30,,305.4744,blue_premium
4849,4849,Romeo,green,premium,23,,309.7418,green_premium
4850,4850,Pietro,green,long,58,,322.37440000000004,green_long
4851,4851,Monica,green,onion,56,,305.00879999999995,green_onion
4852,4852,Romeo,green,long,10,,326.6755,green_long
4853,4853,Pietro,green,long,16,,349.59599999999995,green_long
4854,4854,Romeo,blue,artistic,27,,174.2262,blue_artistic
4855,4855,Pietro,green,long,26,,265.4166,green_long
4856,4856,Pietro,green,long,5,,376.485,green_long
4857,4857,Pietro,green,long,32,,311.9166,green_long
4858,4858,Pietro,green,long,34,3.25,326.6856,green_long
