,bottle,producer,color,shape,width,height,age
4868,4868,Monica,yellow,long,11.72,31.22,51
4869,4869,Monica,green,artistic,16.03,27.58,20
4870,4870,Pietro,green,long,12.62,30.52,59
4871,4871,Monica,yellow,premium,14.51,21.66,25
4872,4872,Monica,green,onion,19.87,10.63,13
4873,4873,Pietro,green,long,12.27,31.36,39
4874,4874,Monica,green,artistic,11.0,12.16,54
4875,4875,Monica,yellow,premium,13.25,20.94,21
4876,4876,Monica,green,artistic,12.95,15.12,12
4877,4877,Pietro,green,long,10.49,32.32,18
4878,4878,Pietro,yellow,premium,15.27,21.73,33
4879,4879,Pietro,green,long,9.57,30.76,25
4880,4880,Monica,green,onion,17.99,15.0,52
4881,4881,Pietro,blue,long,13.4,26.79,13
4882,4882,Pietro,yellow,long,10.9,31.85,13
4883,4883,Romeo,green,premium,14.77,22.8,26
4884,4884,Pietro,green,long,9.95,32.42,6
4885,4885,Pietro,green,long,12.18,32.7,19
4886,4886,Pietro,green,long,11.58,28.36,7
4887,4887,Pietro,green,long,12.81,30.01,12
4888,4888,Monica,green,onion,21.74,18.25,50
4889,4889,Romeo,green,premium,13.92,22.04,13
4890,4890,Pietro,green,long,11.28,28.25,50
4891,4891,Romeo,blue,premium,13.35,22.04,40
4892,4892,Monica,green,long,11.6,30.32,11
4893,4893,Pietro,green,onion,19.4,12.69,1
4894,4894,Monica,green,artistic,14.65,14.37,55
4895,4895,Romeo,blue,premium,14.99,21.72,20
4896,4896,Romeo,green,premium,14.51,22.51,9
4897,4897,Romeo,green,long,11.22,28.07,7
4898,4898,Monica,blue,artistic,12.73,24.42,26
4899,4899,Romeo,green,long,14.86,29.78,14
4900,4900,Monica,green,long,13.36,29.35,35
4901,4901,Monica,green,premium,13.78,22.23,18
4902,4902,Romeo,green,long,11.23,27.29,35
4903,4903,Romeo,green,premium,14.41,22.29,0
4904,4904,Monica,green,premium,14.88,22.37,34
4905,4905,Pietro,green,long,12.09,32.29,4
4906,4906,Pietro,green,long,13.71,28.19,29
4907,4907,Romeo,blue,premium,13.46,22.16,4
4908,4908,Pietro,blue,long,11.4,31.02,20
4909,4909,Pietro,green,long,9.31,31.5,20
4910,4910,Monica,green,artistic,12.37,22.3,42
4911,4911,Romeo,yellow,premium,13.27,21.79,27
4912,4912,Monica,green,artistic,8.82,12.46,48
4913,4913,Romeo,green,premium,13.38,21.64,27
4914,4914,Romeo,yellow,premium,13.8,21.74,20
4915,4915,Monica,green,long,12.06,27.03,8
4916,4916,Pietro,green,long,11.94,29.84,54
4917,4917,Monica,green,artistic,18.77,11.99,29
4918,4918,Pietro,green,premium,14.73,21.5,12
4919,4919,Monica,green,onion,21.39,14.08,27
4920,4920,Romeo,green,long,11.64,30.93,19
4921,4921,Romeo,green,long,10.92,35.82,26
4922,4922,Monica,green,artistic,9.11,17.82,53
4923,4923,Pietro,blue,long,10.77,27.02,53
4924,4924,Pietro,green,long,11.99,33.29,55
4925,4925,Monica,yellow,artistic,7.37,23.15,10
4926,4926,Pietro,green,long,12.89,33.07,10
4927,4927,Monica,green,long,10.63,28.13,11
4928,4928,Monica,green,artistic,19.22,21.23,16
4929,4929,Romeo,green,artistic,11.6,24.61,42
4930,4930,Pietro,green,onion,17.15,15.53,34
4931,4931,Romeo,green,premium,13.36,21.73,11
4932,4932,Monica,green,premium,14.5,21.73,52
4933,4933,Pietro,green,long,13.42,27.58,49
4934,4934,Monica,blue,onion,18.31,14.81,44
4935,4935,Pietro,green,onion,20.62,14.7,58
4936,4936,Romeo,yellow,long,10.56,27.06,18
4937,4937,Pietro,green,long,11.15,27.06,16
4938,4938,Romeo,green,premium,13.88,21.57,40
4939,4939,Monica,blue,artistic,17.07,13.94,17
4940,4940,Monica,blue,onion,19.35,19.27,3
4941,4941,Monica,green,artistic,21.89,23.93,54
4942,4942,Pietro,blue,onion,19.67,17.36,49
4943,4943,Pietro,yellow,long,12.35,30.81,32
4944,4944,Monica,green,artistic,14.2,24.46,49
4945,4945,Monica,green,premium,13.98,22.7,55
4946,4946,Pietro,green,long,11.68,31.88,22
4947,4947,Monica,green,long,14.52,27.93,25
4948,4948,Romeo,green,long,11.37,32.74,55
4949,4949,Monica,green,artistic,16.11,16.52,20
4950,4950,Pietro,green,long,11.73,35.39,27
4951,4951,Pietro,blue,long,11.07,23.7,44
4952,4952,Pietro,green,long,10.53,31.91,12
4953,4953,Pietro,green,long,12.3,30.5,33
4954,4954,Monica,green,premium,14.3,21.28,18
4955,4955,Romeo,green,artistic,13.02,18.1,24
4956,4956,Pietro,green,onion,21.76,16.1,52
4957,4957,Monica,blue,artistic,16.0,21.38,18
4958,4958,Pietro,green,long,11.38,27.9,57
4959,4959,Pietro,yellow,long,13.99,34.23,37
4960,4960,Monica,green,long,11.46,32.41,51
4961,4961,Pietro,green,long,13.3,22.7,12
4962,4962,Pietro,green,long,13.05,29.46,12
4963,4963,Monica,blue,artistic,13.04,16.27,32
4964,4964,Pietro,green,long,13.59,26.69,43
4965,4965,Romeo,yellow,premium,13.86,21.96,8
4966,4966,Pietro,green,long,11.75,28.71,1
4967,4967,Monica,yellow,artistic,4.45,21.21,28
4968,4968,Pietro,blue,long,11.23,28.59,0
4969,4969,Romeo,blue,premium,13.51,23.03,53
4970,4970,Pietro,yellow,onion,20.25,17.41,57
4971,4971,Romeo,green,premium,14.11,22.14,56
4972,4972,Romeo,green,premium,14.1,21.1,34
4973,4973,Pietro,green,premium,14.1,23.17,2
4974,4974,Pietro,blue,onion,16.76,17.89,53
4975,4975,Pietro,green,long,11.88,31.6,50
4976,4976,Pietro,yellow,long,13.17,31.15,2
4977,4977,Romeo,green,premium,14.45,22.61,8
4978,4978,Romeo,green,premium,13.79,22.56,33
4979,4979,Pietro,blue,long,11.11,28.06,56
4980,4980,Pietro,blue,premium,13.81,21.3,20
4981,4981,Monica,green,premium,14.44,21.64,36
4982,4982,Romeo,green,premium,13.65,22.04,24
4983,4983,Romeo,green,long,10.95,26.04,6
4984,4984,Romeo,green,long,10.66,31.32,25
4985,4985,Pietro,green,long,11.93,35.13,3
4986,4986,Pietro,yellow,long,12.22,27.38,52
4987,4987,Pietro,green,onion,21.17,17.2,43
4988,4988,Pietro,green,onion,21.74,16.63,32
4989,4989,Romeo,green,premium,13.5,22.52,39
4990,4990,Pietro,green,long,12.18,22.62,26
4991,4991,Romeo,green,premium,14.04,22.05,42
4992,4992,Romeo,green,onion,18.19,13.26,7
4993,4993,Monica,green,onion,23.32,15.79,46
4994,4994,Pietro,green,long,11.69,22.94,29
4995,4995,Monica,green,onion,18.93,13.57,35
4996,4996,Pietro,green,long,11.57,30.86,20
4997,4997,Monica,blue,long,11.11,30.14,41
4998,4998,Romeo,green,premium,14.2,22.14,53
4999,4999,Romeo,green,premium,14.42,21.45,20
5000,5000,Pietro,blue,long,10.24,34.46,0
5001,5001,Pietro,green,long,12.81,31.2,0
5002,5002,Monica,green,artistic,14.18,22.95,40
5003,5003,Pietro,green,long,10.52,30.09,5
5004,5004,Monica,yellow,onion,22.64,17.61,56
5005,5005,Pietro,blue,long,12.52,30.94,46
5006,5006,Pietro,yellow,long,12.61,36.58,9
5007,5007,Pietro,green,long,13.06,30.71,50
5008,5008,Monica,green,onion,15.91,13.16,2
5009,5009,Pietro,green,long,11.56,34.5,38
5010,5010,Pietro,green,long,12.52,32.11,43
5011,5011,Pietro,green,long,11.65,29.81,27
5012,5012,Monica,green,artistic,8.47,19.18,11
5013,5013,Pietro,green,long,9.74,30.0,21
5014,5014,Romeo,green,premium,13.97,22.36,27
5015,5015,Monica,green,artistic,21.21,25.29,19
5016,5016,Monica,green,onion,16.72,11.72,32
5017,5017,Pietro,green,long,10.22,31.41,29
5018,5018,Pietro,green,premium,13.57,22.45,55
5019,5019,Pietro,green,long,12.44,32.57,12
5020,5020,Romeo,green,long,11.96,33.04,30
5021,5021,Romeo,blue,premium,16.03,22.03,55
5022,5022,Pietro,green,onion,19.13,18.47,13
5023,5023,Pietro,green,long,12.61,37.62,45
5024,5024,Pietro,green,long,11.6,32.14,17
5025,5025,Pietro,green,long,11.36,31.02,38
5026,5026,Monica,blue,long,12.3,32.13,57
5027,5027,Romeo,green,long,11.34,27.11,39
5028,5028,Pietro,green,premium,14.33,21.66,31
5029,5029,Romeo,blue,premium,13.38,22.13,30
5030,5030,Pietro,green,onion,20.23,16.13,13
5031,5031,Romeo,blue,premium,14.22,22.28,24
5032,5032,Pietro,green,long,13.45,27.52,21
5033,5033,Monica,green,long,11.8,30.1,59
5034,5034,Pietro,green,long,12.06,30.49,29
5035,5035,Pietro,green,onion,17.59,16.19,51
5036,5036,Monica,green,artistic,16.98,11.87,35
5037,5037,Pietro,green,long,11.53,24.92,9
5038,5038,Romeo,green,premium,13.54,22.0,37
5039,5039,Monica,blue,artistic,11.49,28.71,32
5040,5040,Monica,green,long,11.45,35.15,6
5041,5041,Monica,green,artistic,15.95,16.7,35
5042,5042,Romeo,green,premium,14.98,21.32,49
5043,5043,Pietro,yellow,onion,25.49,16.39,50
5044,5044,Romeo,blue,premium,14.47,22.21,32
5045,5045,Romeo,yellow,long,12.61,27.24,21
5046,5046,Monica,green,artistic,8.09,23.72,10
5047,5047,Romeo,green,artistic,14.12,19.79,25
5048,5048,Romeo,green,premium,13.44,22.41,24
5049,5049,Pietro,green,premium,14.4,22.23,14
5050,5050,Pietro,green,long,11.84,29.64,34
5051,5051,Romeo,blue,long,12.25,27.6,13
5052,5052,Romeo,green,premium,14.11,22.11,20
5053,5053,Monica,blue,onion,21.22,14.57,24
5054,5054,Monica,yellow,onion,22.67,18.4,23
5055,5055,Monica,green,artistic,7.79,19.9,37
5056,5056,Romeo,green,long,10.77,23.2,3
5057,5057,Pietro,green,premium,13.85,21.59,25
5058,5058,Monica,green,artistic,20.83,16.57,30
5059,5059,Romeo,green,long,12.26,30.68,58
5060,5060,Pietro,green,long,13.42,28.41,30
5061,5061,Pietro,green,long,11.43,23.34,24
5062,5062,Pietro,green,long,14.35,29.44,3
5063,5063,Romeo,green,premium,13.63,21.78,56
5064,5064,Monica,green,long,11.95,28.83,1
5065,5065,Romeo,blue,premium,13.35,21.78,7
5066,5066,Pietro,green,long,11.95,32.74,19
5067,5067,Monica,green,premium,13.68,21.94,6
5068,5068,Pietro,green,onion,17.37,13.73,0
5069,5069,Monica,green,long,13.8,29.12,36
5070,5070,Pietro,green,long,11.86,25.78,0
5071,5071,Pietro,blue,long,12.83,30.47,37
5072,5072,Monica,green,premium,13.44,22.05,32
5073,5073,Pietro,green,long,11.1,28.1,17
5074,5074,Pietro,green,long,11.94,25.78,30
5075,5075,Pietro,green,long,12.69,27.92,55
5076,5076,Pietro,green,long,12.26,33.66,45
5077,5077,Pietro,green,long,10.12,26.62,9
5078,5078,Romeo,blue,premium,13.75,21.62,41
5079,5079,Romeo,blue,premium,15.64,21.29,17
5080,5080,Monica,green,artistic,14.96,20.07,14
5081,5081,Pietro,green,long,11.97,32.01,51
5082,5082,Pietro,blue,long,12.74,31.02,2
5083,5083,Pietro,green,long,12.46,27.14,23
5084,5084,Pietro,green,long,11.23,29.96,3
5085,5085,Pietro,blue,long,10.77,26.18,21
5086,5086,Pietro,blue,long,11.23,32.08,42
5087,5087,Pietro,green,long,13.5,31.68,45
5088,5088,Pietro,green,onion,20.93,13.62,14
5089,5089,Romeo,green,premium,14.18,21.75,1
5090,5090,Pietro,blue,long,11.76,28.32,47
5091,5091,Romeo,green,long,11.94,26.3,5
5092,5092,Romeo,green,artistic,11.19,13.73,6
5093,5093,Romeo,green,long,13.42,31.42,51
5094,5094,Monica,green,long,10.22,29.95,16
5095,5095,Monica,green,long,13.06,34.6,48
5096,5096,Monica,green,onion,19.64,16.46,11
5097,5097,Pietro,green,long,12.11,30.39,38
5098,5098,Monica,blue,artistic,16.87,18.43,28
5099,5099,Pietro,green,onion,20.8,16.9,32
5100,5100,Romeo,green,onion,21.13,16.99,55
5101,5101,Monica,green,onion,20.16,14.58,31
5102,5102,Pietro,green,long,10.79,26.8,5
5103,5103,Pietro,blue,long,11.95,27.36,34
5104,5104,Pietro,yellow,long,13.55,31.31,45
5105,5105,Monica,green,onion,16.82,13.74,12
5106,5106,Pietro,blue,premium,13.79,22.42,57
5107,5107,Pietro,green,onion,17.7,14.43,18
5108,5108,Pietro,green,long,13.08,25.98,37
5109,5109,Monica,yellow,artistic,7.3,19.42,54
5110,5110,Pietro,green,long,13.42,27.21,20
5111,5111,Pietro,blue,long,11.65,28.27,15
5112,5112,Pietro,green,onion,18.43,12.41,55
5113,5113,Pietro,green,onion,21.23,14.14,37
5114,5114,Pietro,blue,long,9.92,29.91,32
5115,5115,Monica,green,long,10.97,28.5,51
5116,5116,Romeo,green,premium,13.68,21.85,54
5117,5117,Monica,green,premium,14.89,22.32,44
5118,5118,Monica,green,artistic,16.25,22.31,31
5119,5119,Pietro,green,long,13.51,31.89,22
5120,5120,Monica,green,premium,13.06,22.1,25
5121,5121,Romeo,blue,premium,13.78,21.71,58
5122,5122,Monica,green,artistic,13.86,25.18,56
5123,5123,Monica,green,premium,13.71,22.53,27
5124,5124,Monica,green,premium,14.31,21.32,49
5125,5125,Romeo,green,premium,14.64,21.9,14
5126,5126,Pietro,green,long,12.22,32.38,27
5127,5127,Pietro,blue,long,12.63,24.47,47
5128,5128,Pietro,green,onion,17.34,13.82,25
5129,5129,Romeo,blue,premium,14.27,21.78,51
5130,5130,Pietro,blue,long,11.28,34.95,28
5131,5131,Pietro,blue,long,12.04,33.52,17
5132,5132,Pietro,green,long,12.03,28.47,59
5133,5133,Pietro,green,long,14.53,28.68,15
5134,5134,Romeo,blue,premium,14.77,22.77,9
5135,5135,Monica,green,onion,20.7,16.36,33
5136,5136,Monica,green,long,12.48,31.94,25
5137,5137,Pietro,green,premium,13.52,22.61,53
5138,5138,Pietro,green,long,12.19,29.88,39
5139,5139,Monica,blue,artistic,13.52,24.96,13
5140,5140,Pietro,green,long,10.39,28.97,5
5141,5141,Monica,green,long,12.52,29.19,39
5142,5142,Monica,green,onion,21.03,12.93,7
5143,5143,Monica,green,premium,13.51,22.14,59
5144,5144,Romeo,blue,premium,14.4,22.12,37
5145,5145,Romeo,blue,long,10.91,30.2,17
5146,5146,Pietro,green,long,12.52,29.27,16
5147,5147,Monica,green,long,12.87,37.52,46
5148,5148,Monica,yellow,long,10.62,21.88,57
5149,5149,Monica,green,artistic,9.69,24.61,3
5150,5150,Romeo,green,long,12.3,30.64,47
5151,5151,Romeo,yellow,artistic,11.33,18.37,32
5152,5152,Pietro,blue,long,12.03,31.49,44
5153,5153,Romeo,green,long,13.21,32.67,20
5154,5154,Pietro,green,long,11.76,33.05,45
5155,5155,Monica,yellow,long,10.11,29.46,56
5156,5156,Pietro,green,long,11.87,29.12,26
5157,5157,Pietro,green,long,13.57,23.5,47
5158,5158,Romeo,green,long,13.21,26.01,50
5159,5159,Monica,green,onion,20.91,17.96,25
5160,5160,Monica,green,onion,16.57,15.24,51
5161,5161,Romeo,blue,artistic,12.57,16.65,45
5162,5162,Pietro,green,long,12.56,33.63,22
5163,5163,Monica,green,premium,14.65,21.8,15
5164,5164,Monica,yellow,onion,17.99,12.21,48
5165,5165,Pietro,green,long,11.56,32.21,19
5166,5166,Romeo,green,premium,13.71,22.29,3
5167,5167,Pietro,green,long,13.41,31.66,32
5168,5168,Monica,blue,artistic,14.54,16.42,50
5169,5169,Romeo,blue,artistic,7.83,30.0,49
5170,5170,Monica,yellow,long,12.97,25.1,20
5171,5171,Pietro,green,long,12.12,34.47,18
5172,5172,Romeo,green,premium,13.49,21.56,11
5173,5173,Pietro,green,long,11.18,29.09,37
5174,5174,Pietro,green,long,11.83,29.19,55
5175,5175,Pietro,green,long,12.23,37.16,12
5176,5176,Romeo,green,long,12.86,28.89,10
5177,5177,Monica,green,artistic,19.23,28.05,29
5178,5178,Monica,green,artistic,15.95,25.57,16
5179,5179,Pietro,green,long,12.74,27.42,47
5180,5180,Pietro,green,long,12.58,33.86,50
5181,5181,Monica,green,artistic,20.84,28.96,54
5182,5182,Monica,green,artistic,5.2,16.76,42
5183,5183,Pietro,green,long,11.25,26.98,48
5184,5184,Pietro,green,long,11.52,28.2,26
5185,5185,Romeo,blue,premium,14.39,21.96,48
5186,5186,Monica,green,premium,14.68,21.95,11
5187,5187,Monica,green,long,11.4,28.66,5
5188,5188,Romeo,green,premium,13.36,21.84,18
5189,5189,Pietro,blue,long,12.43,25.91,18
5190,5190,Pietro,green,onion,18.82,13.04,32
5191,5191,Pietro,green,long,11.88,28.48,17
5192,5192,Pietro,yellow,long,12.57,36.51,42
5193,5193,Monica,yellow,artistic,13.16,13.17,5
5194,5194,Pietro,green,long,13.45,29.21,11
5195,5195,Pietro,green,long,10.34,31.86,8
5196,5196,Monica,green,artistic,9.66,19.62,5
5197,5197,Romeo,green,long,12.66,27.06,59
5198,5198,Pietro,blue,onion,19.57,16.42,35
5199,5199,Pietro,green,long,11.32,34.09,48
5200,5200,Monica,green,artistic,11.31,21.7,40
5201,5201,Romeo,green,premium,13.73,21.88,53
5202,5202,Romeo,green,premium,13.18,22.29,4
5203,5203,Romeo,blue,premium,14.61,21.77,0
5204,5204,Pietro,green,long,11.24,31.7,34
5205,5205,Romeo,green,premium,13.86,22.02,45
5206,5206,Monica,blue,premium,14.37,21.47,57
5207,5207,Pietro,green,onion,18.76,16.95,49
5208,5208,Romeo,green,premium,14.28,23.01,31
5209,5209,Monica,blue,onion,19.97,13.58,50
5210,5210,Romeo,green,premium,14.19,21.42,11
5211,5211,Pietro,green,long,11.47,29.71,7
5212,5212,Pietro,blue,long,10.68,26.02,22
5213,5213,Monica,green,onion,19.35,15.07,50
5214,5214,Monica,green,long,10.24,32.44,58
5215,5215,Romeo,blue,long,11.76,30.69,25
5216,5216,Pietro,blue,onion,21.21,11.89,16
5217,5217,Romeo,green,onion,23.31,15.68,50
5218,5218,Romeo,yellow,onion,18.72,13.73,52
5219,5219,Pietro,green,long,12.41,30.5,42
5220,5220,Pietro,blue,long,11.0,30.58,50
5221,5221,Monica,green,artistic,9.43,27.77,33
5222,5222,Pietro,green,long,12.64,28.98,42
5223,5223,Romeo,green,long,13.04,25.04,29
5224,5224,Pietro,blue,long,12.14,32.61,35
5225,5225,Monica,blue,premium,14.66,22.03,32
5226,5226,Pietro,green,long,12.57,35.82,35
5227,5227,Pietro,blue,long,12.02,26.0,56
5228,5228,Pietro,yellow,onion,21.36,14.1,35
5229,5229,Monica,green,artistic,14.6,19.27,6
5230,5230,Monica,green,long,10.89,28.41,13
5231,5231,Monica,green,premium,14.39,21.66,34
5232,5232,Romeo,green,premium,14.08,22.0,49
5233,5233,Pietro,yellow,long,14.04,31.46,36
5234,5234,Monica,blue,artistic,14.85,16.68,11
5235,5235,Monica,green,artistic,13.64,23.67,23
5236,5236,Monica,blue,premium,13.78,22.59,47
5237,5237,Pietro,yellow,long,11.02,34.24,37
5238,5238,Monica,green,premium,13.7,21.89,54
5239,5239,Romeo,green,premium,13.61,20.11,33
5240,5240,Monica,green,artistic,12.34,16.78,18
5241,5241,Pietro,yellow,long,11.73,26.92,58
5242,5242,Romeo,blue,premium,14.39,22.2,25
5243,5243,Pietro,blue,long,10.45,25.98,43
5244,5244,Pietro,yellow,long,11.38,26.62,45
5245,5245,Pietro,yellow,long,12.56,31.21,23
5246,5246,Romeo,green,premium,13.75,21.77,54
5247,5247,Pietro,green,long,11.18,31.0,47
5248,5248,Romeo,yellow,premium,13.17,21.81,29
5249,5249,Pietro,green,long,12.37,31.62,0
5250,5250,Monica,green,long,12.95,30.35,3
5251,5251,Monica,yellow,long,12.12,27.95,44
5252,5252,Pietro,green,long,12.39,27.86,20
5253,5253,Monica,green,artistic,11.19,15.94,9
5254,5254,Romeo,yellow,premium,13.83,22.09,0
5255,5255,Pietro,green,long,11.97,27.1,43
5256,5256,Monica,green,onion,18.28,17.19,32
5257,5257,Romeo,green,long,12.55,30.8,11
5258,5258,Romeo,green,premium,13.7,22.48,56
5259,5259,Monica,green,long,12.19,30.24,30
5260,5260,Monica,blue,artistic,11.82,18.48,59
5261,5261,Pietro,green,onion,16.53,13.82,12
5262,5262,Pietro,green,long,11.75,26.36,23
5263,5263,Pietro,green,long,11.88,26.95,12
5264,5264,Pietro,blue,onion,16.09,11.62,36
5265,5265,Pietro,blue,onion,22.01,14.96,3
5266,5266,Monica,blue,premium,13.42,23.23,46
5267,5267,Monica,blue,artistic,9.5,15.02,51
5268,5268,Romeo,yellow,premium,13.84,22.48,51
5269,5269,Pietro,green,long,12.01,33.52,20
5270,5270,Monica,green,onion,19.52,16.68,41
5271,5271,Romeo,green,premium,13.94,22.8,32
5272,5272,Romeo,green,long,11.51,29.15,20
5273,5273,Monica,green,onion,17.46,11.41,35
5274,5274,Monica,green,artistic,11.74,18.9,51
5275,5275,Pietro,green,long,10.73,33.67,29
5276,5276,Romeo,green,long,10.85,29.27,21
5277,5277,Pietro,green,long,10.28,28.71,19
5278,5278,Pietro,green,onion,18.0,14.47,2
5279,5279,Romeo,green,premium,13.55,21.12,41
5280,5280,Pietro,green,onion,16.65,15.77,7
5281,5281,Pietro,yellow,long,12.34,28.55,12
5282,5282,Pietro,green,long,13.65,33.49,53
5283,5283,Romeo,blue,onion,19.68,9.17,57
5284,5284,Monica,blue,long,12.45,24.72,59
5285,5285,Monica,green,onion,20.8,14.29,21
5286,5286,Pietro,blue,long,11.18,32.92,25
5287,5287,Monica,green,artistic,13.3,27.22,41
5288,5288,Pietro,green,long,11.89,27.01,10
5289,5289,Monica,blue,long,10.51,34.95,40
5290,5290,Monica,blue,premium,13.6,21.52,21
5291,5291,Pietro,yellow,long,12.63,38.27,15
5292,5292,Romeo,blue,long,10.89,34.68,37
5293,5293,Romeo,blue,premium,13.56,22.94,58
5294,5294,Romeo,green,long,10.45,30.03,8
5295,5295,Romeo,yellow,onion,19.62,14.55,36
5296,5296,Pietro,green,long,11.88,32.66,26
5297,5297,Pietro,green,long,12.36,30.6,35
5298,5298,Pietro,green,long,11.17,25.45,20
5299,5299,Pietro,blue,long,12.8,33.94,16
5300,5300,Pietro,blue,long,12.78,26.13,12
5301,5301,Monica,yellow,artistic,13.04,21.65,8
5302,5302,Monica,green,artistic,17.85,16.47,4
5303,5303,Monica,green,artistic,11.67,17.13,17
5304,5304,Monica,green,onion,21.87,11.27,4
5305,5305,Monica,green,long,13.68,34.53,31
5306,5306,Pietro,green,long,11.71,32.28,8
5307,5307,Pietro,green,premium,14.47,21.86,56
5308,5308,Monica,green,artistic,15.94,23.33,45
5309,5309,Romeo,green,premium,13.79,21.81,9
5310,5310,Monica,green,artistic,13.39,15.84,28
5311,5311,Romeo,green,premium,14.02,21.59,27
5312,5312,Pietro,green,long,13.51,28.7,15
5313,5313,Monica,green,premium,13.79,21.61,1
5314,5314,Monica,green,onion,19.6,18.83,0
5315,5315,Monica,green,long,10.45,31.19,29
5316,5316,Monica,green,long,12.01,31.37,43
5317,5317,Pietro,green,long,12.5,27.97,27
5318,5318,Romeo,green,long,13.45,28.92,29
5319,5319,Romeo,green,premium,12.69,21.43,5
5320,5320,Pietro,green,onion,19.65,13.61,29
5321,5321,Monica,green,onion,20.04,17.25,39
5322,5322,Pietro,green,onion,16.14,13.59,43
5323,5323,Romeo,green,premium,13.52,21.55,44
5324,5324,Pietro,green,long,11.72,26.81,16
5325,5325,Monica,green,artistic,5.05,18.19,24
5326,5326,Romeo,green,premium,14.13,22.72,27
5327,5327,Pietro,green,onion,17.71,15.86,12
5328,5328,Pietro,green,onion,19.84,14.12,55
5329,5329,Romeo,blue,premium,13.23,22.46,46
5330,5330,Pietro,green,onion,19.67,15.41,34
5331,5331,Romeo,green,long,11.72,29.48,51
5332,5332,Monica,yellow,onion,16.75,14.93,26
5333,5333,Monica,green,artistic,7.41,29.41,24
5334,5334,Pietro,green,long,12.26,31.46,33
5335,5335,Romeo,yellow,premium,14.22,22.77,30
5336,5336,Pietro,green,long,10.82,27.35,58
5337,5337,Romeo,yellow,premium,14.6,22.17,7
5338,5338,Romeo,green,long,10.99,28.28,23
5339,5339,Romeo,green,premium,13.94,20.71,11
5340,5340,Pietro,blue,onion,19.45,12.7,47
5341,5341,Monica,green,artistic,18.79,23.45,9
5342,5342,Monica,green,long,12.17,28.53,0
5343,5343,Romeo,green,premium,14.07,21.65,25
5344,5344,Romeo,green,long,11.16,30.48,28
5345,5345,Monica,blue,premium,13.97,21.74,14
5346,5346,Pietro,blue,long,13.0,28.97,59
5347,5347,Romeo,green,premium,13.83,21.34,27
5348,5348,Pietro,blue,onion,19.6,14.35,41
5349,5349,Romeo,blue,long,11.86,27.84,35
5350,5350,Monica,green,artistic,18.04,21.18,22
5351,5351,Monica,blue,artistic,11.78,15.73,55
5352,5352,Monica,green,onion,21.83,13.57,6
5353,5353,Romeo,green,long,11.14,25.49,9
5354,5354,Pietro,green,long,12.18,26.76,29
5355,5355,Monica,blue,artistic,12.44,20.37,0
5356,5356,Pietro,green,onion,23.44,15.24,17
5357,5357,Pietro,yellow,long,11.63,28.11,2
5358,5358,Monica,green,long,10.6,30.07,58
5359,5359,Pietro,yellow,long,10.01,24.31,56
5360,5360,Monica,blue,onion,18.88,13.52,55
5361,5361,Pietro,green,long,13.65,28.57,8
5362,5362,Pietro,green,long,11.18,25.41,31
5363,5363,Romeo,blue,long,10.89,28.61,33
5364,5364,Pietro,green,long,12.22,34.74,58
5365,5365,Pietro,green,long,10.94,32.07,1
5366,5366,Monica,green,long,14.13,26.79,59
5367,5367,Romeo,blue,premium,14.07,22.67,5
5368,5368,Monica,green,onion,20.2,14.66,49
5369,5369,Romeo,green,long,12.74,32.78,27
5370,5370,Pietro,blue,long,10.47,24.75,11
5371,5371,Romeo,green,premium,14.13,21.68,35
5372,5372,Romeo,green,premium,14.25,22.02,26
5373,5373,Romeo,green,long,13.2,28.29,38
5374,5374,Monica,green,long,14.29,26.14,2
5375,5375,Romeo,green,artistic,13.58,12.98,37
5376,5376,Pietro,green,long,13.07,29.07,41
5377,5377,Monica,blue,premium,14.11,21.88,42
5378,5378,Romeo,green,premium,13.89,21.42,14
5379,5379,Romeo,green,premium,15.96,21.86,50
5380,5380,Romeo,green,long,13.23,33.89,17
5381,5381,Romeo,yellow,premium,14.98,21.9,8
5382,5382,Pietro,green,long,10.12,32.9,48
5383,5383,Monica,green,onion,20.04,11.31,7
5384,5384,Monica,green,onion,15.59,14.11,45
5385,5385,Pietro,green,long,11.7,31.36,38
5386,5386,Pietro,blue,long,11.26,30.46,23
5387,5387,Pietro,green,long,11.8,31.12,21
5388,5388,Pietro,green,long,12.22,32.74,11
5389,5389,Pietro,green,premium,14.01,22.35,4
5390,5390,Monica,green,long,10.78,32.59,51
5391,5391,Romeo,green,premium,14.96,22.04,48
5392,5392,Pietro,green,long,12.51,28.82,29
5393,5393,Monica,green,onion,19.31,17.66,29
5394,5394,Pietro,green,long,11.48,29.52,14
5395,5395,Romeo,blue,premium,14.56,22.35,8
5396,5396,Pietro,green,onion,20.83,17.48,48
5397,5397,Pietro,blue,long,10.71,23.37,1
5398,5398,Pietro,green,long,12.35,31.25,2
5399,5399,Monica,green,onion,16.76,17.15,45
5400,5400,Pietro,blue,long,13.24,34.75,9
5401,5401,Romeo,blue,artistic,9.67,25.15,5
5402,5402,Pietro,blue,long,12.04,30.21,26
5403,5403,Pietro,green,long,11.56,29.13,29
5404,5404,Monica,blue,onion,20.36,13.77,37
5405,5405,Pietro,blue,long,11.66,29.93,4
5406,5406,Pietro,blue,long,12.87,31.44,21
5407,5407,Monica,green,long,12.39,31.68,19
5408,5408,Monica,blue,long,13.75,22.29,55
5409,5409,Romeo,green,premium,13.46,21.73,9
5410,5410,Monica,yellow,onion,18.61,13.81,46
